entry,school,category,castUI,dispel,mechanic,attributes,attributesEx,attributesEx2,attributesEx3,attributesEx4,stances,stancesNot,targets,targetCreatureType,requiresSpellFocus,casterAuraState,targetAuraState,castingTimeIndex,recoveryTime,categoryRecoveryTime,interruptFlags,auraInterruptFlags,channelInterruptFlags,procFlags,procChance,procCharges,maxLevel,baseLevel,spellLevel,durationIndex,powerType,manaCost,manCostPerLevel,manaPerSecond,manaPerSecondPerLevel,rangeIndex,speed,modelNextSpell,stackAmount,totem1,totem2,reagent1,reagent2,reagent3,reagent4,reagent5,reagent6,reagent7,reagent8,reagentCount1,reagentCount2,reagentCount3,reagentCount4,reagentCount5,reagentCount6,reagentCount7,reagentCount8,equippedItemClass,equippedItemSubClassMask,equippedItemInventoryTypeMask,effect1,effect2,effect3,effectDieSides1,effectDieSides2,effectDieSides3,effectBaseDice1,effectBaseDice2,effectBaseDice3,effectDicePerLevel1,effectDicePerLevel2,effectDicePerLevel3,effectRealPointsPerLevel1,effectRealPointsPerLevel2,effectRealPointsPerLevel3,effectBasePoints1,effectBasePoints2,effectBasePoints3,effectBonusCoefficient1,effectBonusCoefficient2,effectBonusCoefficient3,effectMechanic1,effectMechanic2,effectMechanic3,effectImplicitTargetA1,effectImplicitTargetA2,effectImplicitTargetA3,effectImplicitTargetB1,effectImplicitTargetB2,effectImplicitTargetB3,effectRadiusIndex1,effectRadiusIndex2,effectRadiusIndex3,effectApplyAuraName1,effectApplyAuraName2,effectApplyAuraName3,effectAmplitude1,effectAmplitude2,effectAmplitude3,effectMultipleValue1,effectMultipleValue2,effectMultipleValue3,effectChainTarget1,effectChainTarget2,effectChainTarget3,effectItemType1,effectItemType2,effectItemType3,effectMiscValue1,effectMiscValue2,effectMiscValue3,effectTriggerSpell1,effectTriggerSpell2,effectTriggerSpell3,effectPointsPerComboPoint1,effectPointsPerComboPoint2,effectPointsPerComboPoint3,spellVisual1,spellVisual2,spellIconId,activeIconId,spellPriority,name,nameFlags,nameSubtext,nameSubtextFlags,description,descriptionFlags,auraDescription,auraDescriptionFlags,manaCostPercentage,startRecoveryCategory,startRecoveryTime,minTargetLevel,maxTargetLevel,spellFamilyName,spellFamilyFlags,maxAffectedTargets,dmgClass,preventionType,stanceBarOrder,dmgMultiplier1,dmgMultiplier2,dmgMultiplier3,minFactionId,minReputation,requiredAuraVision,customFlags
51451,3,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,1,600000,0,8,0,0,680,100,10,0,52,52,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,6,0,1,1,0,1,1,0,0,0,0,0,0,0,-51,-21,0,0,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,87,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6662,0,689,0,0,Barkskin (Feral),4128894,Rank 2,4128892,"The Druid's skin becomes as tough as bark, reducing Physical damage taken by $s1% for the next $n attacks. Movement speed is reduced by $s2% for the duration. Lasts $d.",4128894,Physical damage taken is reduced by $s1%. Movement speed is reduced by $s2%.,4128894,0,133,1500,0,0,7,2.75E+11,0,2,0,0,1,1,1,0,0,0,0
51452,3,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,1,600000,0,8,0,0,680,100,15,0,60,60,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,6,0,1,1,0,1,1,0,0,0,0,0,0,0,-51,-21,0,0,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,87,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6662,0,689,0,0,Barkskin (Feral),4128894,Rank 3,4128892,"The Druid's skin becomes as tough as bark, reducing Physical damage taken by $s1% for the next $n attacks. Movement speed is reduced by $s2% for the duration. Lasts $d.",4128894,Physical damage taken is reduced by $s1%. Movement speed is reduced by $s2%.,4128894,0,133,1500,0,0,7,2.75E+11,0,2,0,0,1,1,1,0,0,0,0
51453,0,0,0,0,0,262400,0,0,0,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51401,0,0,0,0,0,107,0,689,0,0,Barkskin (Feral),4128894,Rank 1,4128892,,4128892,,4128892,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
51454,0,0,0,0,0,262400,0,0,0,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51451,0,0,0,0,0,107,0,689,0,0,Barkskin (Feral),4128894,Rank 2,4128892,,4128892,,4128892,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
51455,0,0,0,0,0,262400,0,0,0,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51452,0,0,0,0,0,107,0,689,0,0,Barkskin (Feral),4128894,Rank 3,4128892,,4128892,,4128892,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
51456,0,0,0,0,0,262400,0,0,0,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24858,0,0,0,0,0,107,0,111,0,0,Moonkin Form,4128894,Rank 1,4128894,,8323196,,4128892,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
51457,0,0,0,0,0,262400,0,0,0,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51430,0,0,0,0,0,107,0,111,0,0,Moonkin Form,4128894,Shapeshift,4128894,,8323196,,4128892,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
51458,1,1145,0,0,0,65536,0,524288,0,0,0,134217728,0,0,0,0,0,16,0,600000,15,0,0,0,101,0,66,60,60,25,0,365,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,22,0,0,47,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181107,0,0,0,0,0,0,0,0,7550,0,1878,0,0,[Deprecated] Lightwell,16712190,Rank 4,16712190,Creates a holy Lightwell near the priest.  Members of your raid or party can click the Lightwell to restore $51459o1 health over $51459d. Lightwell lasts for $d or 5 charges.,16712190,,16712190,0,133,1500,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0
51459,1,0,0,1,0,262144,1024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,60,60,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,6,6,1,1,1,1,1,1,0,0,0,0,0,0,271,-1,-1,0,-1,-1,0,0,0,21,21,21,0,0,0,0,0,0,8,87,118,2000,0,0,0,0,0,0,0,0,0,0,0,0,127,127,0,0,0,0,0,0,7551,0,1878,0,0,[Deprecated] REUSE ME,4128894,Rank 4,4128894,,4128844,Restore $s1 health every $t1 sec.,4128894,0,0,0,0,0,6,0,0,0,0,0,1,1,0,0,0,0,0
51460,0,0,0,0,0,262400,0,0,0,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51458,0,0,0,0,0,107,0,1878,0,0,[Deprecated] Lightwell,4128894,Rank 4,4128894,,4128844,,4128844,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
51461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,30,0,0,1,0,0,1,0,0,0,0,0,1,0,0,-1,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,294,0,0,Wand Specialization,4128894,,4128894,Restores $s1 mana.,8323198,,4128894,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
51462,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,1215299712,0,0,16,0,0,0,0,0,0,0,0,0,0,159,0,0,Piercing Light,4128894,Rank 1,4128894,Reduces the chance for enemies to resist your Holy and Discipline spells by $s1%.,4128894,,4128892,0,0,0,0,0,6,0,0,0,0,-1,1,0,0,0,0,0,0
51463,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,1215299712,0,0,16,0,0,0,0,0,0,0,0,0,0,159,0,0,Piercing Light,4128894,Rank 2,4128894,Reduces the chance for enemies to resist your Holy and Discipline spells by $s1%.,4128894,,4128892,0,0,0,0,0,6,0,0,0,0,-1,1,0,0,0,0,0,0
51464,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,1215299712,0,0,16,0,0,0,0,0,0,0,0,0,0,159,0,0,Piercing Light,4128894,Rank 3,4128894,Reduces the chance for enemies to resist your Holy and Discipline spells by $s1%.,4128894,,4128892,0,0,0,0,0,6,0,0,0,0,-1,1,0,0,0,0,0,0
51465,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,65536,100,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,6,0,1,1,0,1,1,0,0,0,0,0,0,0,-101,-61,0,0,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,108,108,0,0,0,0,0,0,0,0,0,0,128,128,0,10,14,0,0,0,0,0,0,0,7424,0,1868,0,0,Searing Light,16712190,,16712190,Reduces the cast time by $s1% and mana cost by $s2% of your next Smite.,16712190,Reduces the cast time by $s1% and mana cost by $s2% of your next Smite.,16712190,0,0,0,0,0,6,0,0,1,1,-1,1,1,0,0,0,0,0
51466,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66816,33,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,99,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51465,0,0,0,0,0,0,0,1868,0,0,Searing Light,16712190,Rank 1,16712190,Your damaging Holy and Discipline spell critical strikes have a $h% chance to cause your next Smite spell to be instant cast and cost $51465s2% less mana.  Lasts $51465d.,16712190,,16712190,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
51467,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66816,66,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,99,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51465,0,0,0,0,0,0,0,1868,0,0,Searing Light,16712190,Rank 2,16712190,Your damaging Holy and Discipline spell critical strikes have a $h% chance to cause your next Smite spell to be instant cast and cost $51465s2% less mana.  Lasts $51465d.,16712190,,16712190,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
51468,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66816,100,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,99,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51465,0,0,0,0,0,0,0,1868,0,0,Searing Light,16712190,Rank 3,16712190,Your damaging Holy and Discipline spell critical strikes have a $h% chance to cause your next Smite spell to be instant cast and cost $51465s2% less mana.  Lasts $51465d.,16712190,,16712190,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
51469,1,0,0,1,0,262144,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,290,0,156,0,50,Purifying Flames,16712190,,16712190,Increases holy damage done by $s1%.,16712190,Increases holy damage done by $s1%.,16712190,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,0,0,0
51470,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,65536,50,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,99,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51469,0,0,0,0,0,0,0,156,0,0,Purifying Flames,16712190,Rank 1,16712190,Your Holy Fire has a $h% chance to increase your Holy damage by $51469s1% for $51469d.,16712190,,16712190,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
51471,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,65536,100,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,99,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51469,0,0,0,0,0,0,0,156,0,0,Purifying Flames,16712190,Rank 2,16712190,Your Holy Fire has a $h% chance to increase your Holy damage by $51469s1% for $51469d.,16712190,,16712190,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
51472,1,0,0,1,0,262144,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,1,1,31,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,6,0,1,1,0,1,1,0,0,0,0,0,0,0,9,9,0,0,-1,-1,0,0,0,21,21,0,0,0,0,0,0,0,79,136,0,0,0,0,0,0,0,0,0,0,0,0,0,126,126,0,0,0,0,0,0,0,0,0,1872,0,50,Enlightened,16712190,,16712190,Increases spell damage done by $s1%. Increases healing done by $s2%.,16712190,Increases spell damage done by $s1%. Increases healing done by $s2%.,16712190,0,0,0,0,0,6,34359738368,0,1,1,-1,1,1,1,0,0,0,0
51473,1,0,0,1,0,262144,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,1,1,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,6,0,1,1,0,1,1,0,0,0,0,0,0,0,14,14,0,0,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,79,136,0,0,0,0,0,0,0,0,0,0,0,0,0,126,126,0,0,0,0,0,0,0,0,0,1872,0,50,Enlightened,16712190,,16712190,Increases spell damage done by $s1%. Increases healing done by $s2%.,16712190,Increases spell damage done by $s1%. Increases healing done by $s2%.,16712190,0,0,0,0,0,6,34359738368,0,1,1,-1,1,1,1,0,0,0,0
51474,1,0,0,0,0,0,0,536870912,570490880,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,60,60,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7952,0,156,0,50,Enlighten,4128894,,4128894,Blasts the enemy for $s1 Holy damage.,4128894,,4128892,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,0,0,0
51475,0,0,0,0,0,538968448,1024,4,0,0,0,0,0,0,0,0,0,1,0,0,0,524288,0,87376,10,0,0,60,60,30,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,25,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,Enlighten Dummy,4128894,,4128894,Target of Enlighten casts this back on caster to save the target as aura's caster.,4128894,,4128892,0,0,0,0,0,6,0,0,1,1,-1,1,1,1,0,0,0,0
51476,1,0,0,0,0,0,1024,4,0,0,0,0,0,0,0,0,0,1,60000,0,0,524288,0,0,101,0,0,60,60,30,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,57,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7954,0,2323,0,50,Enlighten,4128894,,4128894,"Bring a party member under your tutelage for $d. Whenever you cast a Discipline or Holy spell, you have a $51475h% chance with helpful spells, or 15% chance with harmful spells, to burn them for $51474s1% of their total health as Holy damage and increase both your and their spell damage and healing by $51472s1% for $51472d.  If cast on yourself, the spell damage and healing bonus is increased to $51473s1%.  Only one party member can be under your tutelage at a time.",4128894,Enlightened by a Priest's guidance.,4128892,10,0,0,0,0,6,0,0,1,1,-1,1,1,1,0,0,0,0
51477,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,31,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,6,30,1,1,1,1,1,1,0,0,0,0,0,0,4,4,24,0,-1,-1,0,0,0,1,1,1,0,0,0,0,0,0,13,135,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,502,0,50,Resurgence,4128894,,4128844,Increases damage and healing done by Holy spells and effects for $d.,4128894,Increases damage and healing done by Holy spells and effects.,4128894,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,0,0,0
51478,1,1162,0,0,0,1073807360,1024,0,0,0,0,0,0,0,0,0,0,1,0,40000,0,2,0,0,101,0,0,35,35,27,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,3,0,22,0,0,1,0,0,0,0,0,0,0,0,138,0,0,0,-1,-1,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7955,0,1796,0,0,Chastise,4128894,Rank 1,4128892,"Chastise the target, causing $s1 Holy damage.  If the target is an enemy, they are disoriented for up to $51569d or until they take damage.  If the target is an ally, their attack and casting speed is increased by $51481s1% for $51481d, increased to $52658d if the damage results in a critical strike.  Cannot be used on allies with less than 80% health or below level 35.",4128894,Disoriented.,4128894,6,133,1000,0,0,6,6442450944,0,1,1,-1,1,1,1,0,0,0,0
51479,1,1162,0,0,0,1073807360,1024,0,0,0,0,0,0,0,0,0,0,1,0,40000,0,2,0,0,101,0,0,45,45,27,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,3,0,32,0,0,1,0,0,0,0,0,0,0,0,208,0,0,0,-1,-1,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7955,0,1796,0,0,Chastise,4128894,Rank 2,4128892,"Chastise the target, causing $s1 Holy damage.  If the target is an enemy, they are disoriented for up to $51569d or until they take damage.  If the target is an ally, their attack and casting speed is increased by $51482s1% for $51482d, increased to $52659d if the damage results in a critical strike.  Cannot be used on allies with less than 80% health or below level 45.",4128894,Disoriented.,4128894,6,133,1000,0,0,6,6442450944,0,1,1,-1,1,1,1,0,0,0,0
51480,1,1162,0,0,0,1073807360,1024,0,0,0,0,0,0,0,0,0,0,1,0,40000,0,2,0,0,101,0,0,55,55,27,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,3,0,44,0,0,1,0,0,0,0,0,0,0,0,277,0,0,0,-1,-1,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7955,0,1796,0,0,Chastise,4128894,Rank 3,4128892,"Chastise the target, causing $s1 Holy damage.  If the target is an enemy, they are disoriented for up to $51569d or until they take damage.  If the target is an ally, their attack and casting speed is increased by $51483s1% for $51483d, increased to $52660d if the damage results in a critical strike.  Cannot be used on allies with less than 80% health or below level 55.",4128894,Disoriented.,4128894,6,133,1000,0,0,6,6442450944,0,1,1,-1,1,1,1,0,0,0,0
51481,1,0,0,1,0,0,0,0,65536,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,35,31,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,6,6,1,1,1,1,1,1,0,0,0,0,0,0,12,12,12,0,-1,-1,0,0,0,25,25,25,0,0,0,0,0,0,138,140,65,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,30,0,50,Chastise Haste,16712190,Rank 1,16712190,Increases haste by $s1% for $d.,16712190,Increases attack and casting speed by $s1%.,16712190,0,0,0,0,0,6,8589934592,0,1,1,-1,1,1,1,0,0,0,0
51482,1,0,0,1,0,0,0,0,65536,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,35,31,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,6,6,1,1,1,1,1,1,0,0,0,0,0,0,16,16,16,0,-1,-1,0,0,0,25,25,25,0,0,0,0,0,0,138,140,65,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,30,0,50,Chastise Haste,16712190,Rank 2,16712190,Increases haste by $s1% for $d.,16712190,Increases attack and casting speed by $s1%.,16712190,0,0,0,0,0,6,8589934592,0,1,1,-1,1,1,1,0,0,0,0
51483,1,0,0,1,0,0,0,0,65536,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,35,31,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,6,6,1,1,1,1,1,1,0,0,0,0,0,0,19,19,19,0,-1,-1,0,0,0,25,25,25,0,0,0,0,0,0,138,140,65,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,30,0,50,Chastise Haste,16712190,Rank 3,16712190,Increases haste by $s1% for $d.,16712190,Increases attack and casting speed by $s1%.,16712190,0,0,0,0,0,6,8589934592,0,1,1,-1,1,1,1,0,0,0,0
51484,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,6,0,1,1,0,1,1,0,0,0,0,0,0,0,2,2999,0,0,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,112,107,0,0,0,0,0,0,0,0,0,0,138681344,64,0,5065,1,0,0,0,0,0,0,0,0,0,121,0,0,Empowered Recovery,16712190,Rank 1,16712190,Increases the duration of Renew by $/1000;S2 sec and increases healing done by your healing spells by $s1% to targets affected by Renew.,16712190,,16712190,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
